transaction_id,customer_id,payment,credit_card,cost,quantity,price
50,11,visa,4041595913216364,3.72,0,4.31
51,7,visa,4017957523402521,16.95,1,18.85
52,7,visa,4017953131158,1.52,4,2.54
53,2,mastercard,5100139805833005,8.02,1,8.77
54,6,visa,4017955451117,14.82,1,16.69
55,8,visa,4017956159001227,16.97,2,19.2
56,3,visa,4041593570735172,13.41,0,14.83
57,7,mastercard,5007664722728875,11.55,4,13.01
58,10,mastercard,5010128285072886,14.41,1,16.39
59,1,visa,4041377691241,17.98,0,20.36
60,3,visa,4017951593358143,1.72,0,2.28
61,9,mastercard,5048376886678652,14.77,0,16.53
62,7,visa,4041591292024,15.9,0,17.77
63,12,visa,4041591887450,3.04,0,3.33
64,11,visa,4041375766698,2.79,1,3.62
65,10,visa,4041596307553,13.55,0,15.24
66,6,mastercard,5170973641736872,1.79,1,1.99
67,5,mastercard,5002358715818018,6.52,0,7.67
68,4,visa,4017951702911154,15.44,4,17.57
69,4,mastercard,5100176001445713,4.93,0,6.23
70,12,visa,4.04E+15,19.51,2,21.44
71,3,visa,4017950825005159,4.27,6,5.53
72,10,mastercard,5002350322806148,13.25,1,14.53
73,5,visa,4041373825594389,1.42,2,2.37
74,6,visa,4017957646615,7.56,1,9.19
75,5,visa,4041599938058785,7.7,2,8.73
76,5,mastercard,5100172122651537,18.85,2,21.41
77,6,mastercard,5100147611580215,6.24,0,7.47
78,9,visa,4408724965067,13.67,2,15.53
79,10,mastercard,5300186690811222,10.19,3,11.99
80,7,mastercard,5108759805045458,13.73,2,15.84
81,10,mastercard,5048370789179942,11.19,0,12.35
82,9,visa,4041379550163,10.96,1,12.25
83,12,mastercard,5466807617152073,13.2,1,15.04
84,1,mastercard,5010121447270779,13.05,2,14.76
85,3,visa,4041599184476376,2.17,1,3.17
86,8,mastercard,5115063112884852,7.44,1,9.07
87,3,visa,4041379380785,5.66,3,6.86
88,5,visa,4708770318650707,13.57,3,15.26
89,6,mastercard,5100171942602316,8.72,1,9.9
90,3,mastercard,5432122838267622,6,0,6.94
91,9,visa,4017954688078691,3.99,0,5.25
92,11,mastercard,5529056464269342,3.24,0,3.6
93,7,mastercard,5100136327558441,9.19,1,10.27
94,2,visa,4017958446353,2.12,0,2.38
95,12,mastercard,5108752964813071,15.82,1,18.16
96,10,mastercard,5048374397736523,6.58,1,7.74
97,2,mastercard,5252583322127969,15.29,0,17.04
98,3,visa,4041370600158448,19.9,0,21.76
99,8,visa,4017955528286,8.7,0,10.31
100,2,visa,4041379847027233,11.43,1,12.67
101,1,visa,4017955786772853,6.64,0,7.59
102,7,mastercard,5560245155777776,6.01,0,7.04
103,5,mastercard,5108752976657102,5.29,2,6.51
104,1,mastercard,5100132162064595,1.36,0,1.69
105,2,visa,4041599745258503,12.89,2,14.75
106,4,mastercard,5342136408597944,10.18,4,11.11
107,5,visa,4041595105623807,14.51,0,16.4
108,2,mastercard,5007660875924634,10.58,0,12.47
109,3,mastercard,5100175496033182,5.8,1,6.7
110,8,visa,4017952067148,10.4,2,11.77
111,7,mastercard,5010122440295664,14.11,0,16.14
112,4,mastercard,5100149353741278,8.4,1,9.91
113,3,mastercard,5007667836478352,4.64,2,5.63
114,12,visa,4017953167517,13.68,0,15.46
115,11,visa,4041375195197123,4.43,0,5.34
116,9,mastercard,5.01E+15,8.49,0,9.69
117,5,visa,4503073053546546,15.85,1,17.96
118,2,visa,4041371622303343,15.06,0,17.4
119,3,mastercard,5048377461617727,8.04,2,9.53
120,7,mastercard,5002356653950066,7.8,1,9.26
121,3,mastercard,5048378679216831,4.66,1,5.82
122,11,visa,4937347781077321,11.85,2,13.5
123,7,visa,4041376878039749,5.73,0,6.3
124,5,mastercard,5010125239983655,3.99,2,5.06
125,1,visa,4075821248058233,4.54,1,5.16
126,7,mastercard,5100172241765614,15.02,2,17.04
127,4,mastercard,5407684529589102,17.69,1,19.91
128,7,visa,4017955117940,8.1,1,9.27
129,5,mastercard,5100172746895684,3.37,1,4.48
130,5,visa,4.48E+15,8.67,1,9.85
131,6,mastercard,5538173472501365,18.09,1,20.09
132,3,visa,4017951540046,1.5,1,2.04
133,2,mastercard,5175657332192801,5.59,0,6.37
134,12,visa,4779937213200,13.02,0,15.12
135,10,mastercard,5536114027966531,17.08,0,19.09
136,10,mastercard,5048376822829401,16.25,1,18.04
137,10,mastercard,5381014376278684,3.02,1,3.86
138,9,visa,4017955468386089,7.38,2,8.78
139,9,visa,4041591575970893,4,0,4.97
140,9,visa,4041372260291956,18.66,0,21.16
141,9,mastercard,5010120631268391,5.08,0,6.46
142,11,mastercard,5108757722975278,10.8,2,11.95
143,2,visa,4017950906420,18.88,1,21.16
144,9,visa,4041377530852,8.54,1,9.79
145,3,mastercard,5299368776724304,11.17,2,12.29
146,4,visa,4826041013651,9.47,0,10.44
147,11,mastercard,5002358702107334,6.65,0,7.26
148,1,visa,4017955434055,4.1,3,4.77
149,1,mastercard,5100145367196921,12.46,1,13.69
150,10,visa,4041371778333,15.64,1,17.56
151,4,visa,4410083553393,11.01,1,12.96
152,4,visa,4231508712239818,2.36,0,2.7
153,9,visa,4041379555626,4.25,1,5.57
154,4,mastercard,5108751782871386,8.97,1,10.17
155,11,mastercard,5245863747653496,15.07,0,16.57
156,3,mastercard,5100140996016954,13.76,2,15.44
157,6,visa,4041373931047,8.82,1,10.29
158,2,visa,4878565140329,10.29,2,11.41
159,9,mastercard,5304337208513497,1.22,1,1.78
160,9,visa,4602575534039032,16.74,1,19.09
161,9,mastercard,5.00E+15,6.83,3,7.62
162,3,mastercard,5428196519849219,1.9,2,2.22
163,10,mastercard,5108750005301551,5.9,0,7.42
164,11,mastercard,5.10E+15,5.93,0,7.15
165,5,visa,4677697855679822,11.22,0,13.1
166,10,mastercard,5108754349793689,1.71,1,2.37
167,12,visa,4041592878234151,4.72,1,5.91
168,4,mastercard,5100170891871633,9.23,0,10.41
169,10,mastercard,5100137666640352,15.35,1,17.47
170,12,visa,4041377131719,2.98,3,3.39
171,8,visa,4.71E+15,15.63,1,17.77
172,4,visa,4529142119589939,6.45,1,7.42
173,5,visa,4041373359929092,8.59,2,10.1
174,6,visa,4041591161619557,4.46,1,5.54
175,11,visa,4041371122327479,11.15,0,13.02
176,5,visa,4037053181486216,9.58,4,11.27
177,9,mastercard,5.11E+15,4.13,0,4.54
178,3,visa,4011382612763,12.41,2,13.74
179,9,visa,4017957223747928,3.5,2,4.28
180,2,mastercard,5010120487682885,11.77,0,13.24
181,2,mastercard,5048379699062106,6.82,0,8.19
182,10,visa,4491447637254,10.03,0,11.79
183,7,mastercard,5100176942594553,19.94,1,22.23
184,6,visa,4041592895924,12.46,0,13.79
185,3,mastercard,5007666992934836,10.23,1,11.66
186,5,visa,4041599369766,6.75,0,7.49
187,11,visa,4041591555246181,6.05,1,6.68
188,7,mastercard,5100175289282905,14.26,1,16.25
189,12,visa,4041375590368907,13.89,0,15.66
190,6,mastercard,5100173813274902,2.84,1,3.44
191,2,visa,4017950418780,11.87,1,13.87
192,6,visa,4041375542529,18.7,0,21.06
193,4,mastercard,5007668126213848,1.76,1,2.06
194,2,mastercard,5108750003805066,15.66,1,17.45
195,12,mastercard,5318049908221248,17.14,1,18.84
196,1,visa,4041591773957,4.16,1,5.13
197,4,mastercard,5100148897123308,2.33,0,2.85
198,7,mastercard,5327425024035499,7.49,2,8.83
199,8,mastercard,5100171766499856,19.74,1,21.66
200,5,mastercard,5100139048320786,16.15,4,18.3
201,4,visa,4017956272932563,12.02,4,13.82
202,6,visa,4041591108942971,7.01,3,8.54
203,11,mastercard,5.26E+15,11.83,1,13.47
204,1,visa,4041598797616014,1.55,1,2.3
205,1,mastercard,5002350211221532,9.38,1,11.1
206,5,mastercard,5002359362318286,6.02,1,6.73
207,4,visa,4041376789129,3.14,1,4.36
208,5,visa,4041591335831,19.07,1,20.79
209,12,mastercard,5108384429043662,12.95,2,14.53
210,5,visa,4017958091482184,12.75,2,14.14
211,9,visa,4017952070076687,8.77,1,9.63
212,9,visa,4041590413340996,17.98,0,19.71
213,6,mastercard,5100173938253138,13.08,2,15.05
214,11,mastercard,5.10E+15,15.28,1,16.69
215,6,mastercard,5399159160906154,10.56,1,12.38
216,12,mastercard,5540306633945248,15.48,1,17.31
217,3,mastercard,5048375125448638,16.28,2,17.89
218,11,mastercard,5563294172100239,4.78,0,5.84
219,1,visa,4041590288626495,10.58,0,11.76
220,8,mastercard,5010122025768986,2.55,2,2.91
221,11,visa,4298257922691752,5.34,0,5.99
222,6,mastercard,5533218037325514,6.91,1,7.68
223,2,mastercard,5100177783812864,9.65,0,11.32
224,4,mastercard,5108752534576083,8.13,2,9.56
225,7,visa,4041372486811,17.11,1,19.27
226,6,visa,4041594696478952,15.42,2,17.71
227,7,mastercard,5100174672325256,6.91,1,7.87
228,10,mastercard,5565257448717316,1.98,0,2.19
229,12,mastercard,5371766768488419,8.62,2,10.02
230,8,mastercard,5007665865995676,4.73,3,5.3
231,3,visa,4815143522442404,12.5,0,14.25
232,4,mastercard,5.25E+15,10.75,1,11.92
233,5,mastercard,5123972887628478,10.93,1,11.92
234,3,visa,4331708849646,8.14,0,9.27
235,7,mastercard,5.36E+15,1.12,0,1.42
236,11,mastercard,5108750124577719,5.31,1,5.83
237,2,visa,4658488030827,8.4,1,9.87
238,10,visa,4041374058816,12.14,1,13.68
239,2,visa,4041597278969,18.71,2,20.86
240,6,mastercard,5048376382924709,2.28,0,3.21
241,11,visa,4041596709040729,13.17,1,15.15
242,1,visa,4306998769357,8.24,0,9.12
243,6,mastercard,5217782789845121,4.49,1,5.81
244,4,visa,4017953127124421,13.97,0,15.91
245,5,visa,4017950442120795,4.83,0,5.64
246,5,visa,4017955952049,3.93,2,4.56
247,11,mastercard,5343140161501274,4.8,1,5.38
248,10,visa,4017953319134824,17.53,0,19.67
249,12,mastercard,5007669229749258,14.48,1,15.94
250,6,visa,4.02E+15,4.53,1,5.84
251,12,visa,4041595924745807,17.42,2,19.17
252,8,visa,4041374491354033,15.09,3,17.07
253,6,visa,4017950460550,12.01,2,14.03
254,3,mastercard,5100135668957006,1.74,0,2.7
255,10,visa,4041371782830,3.88,1,4.32
256,9,mastercard,5048372335319139,8.9,0,9.94
257,4,mastercard,5167667672582057,6.95,0,8.55
258,6,visa,4041593893003092,6.06,0,6.82
259,6,mastercard,5108758737955628,10.16,2,11.57
260,3,mastercard,5100143460185354,5.78,0,6.95
261,7,visa,4017957668171,8.71,2,10.29
262,4,visa,4305945850008277,16.97,2,18.59
263,2,visa,4041596418239364,3.45,3,4.52
264,2,mastercard,5.11E+15,11.25,1,12.44
265,6,visa,4.02E+15,13.89,2,15.26
266,6,mastercard,5100132621725638,9.74,2,10.67
267,4,mastercard,5100141898622816,4.09,1,4.91
268,11,visa,4017954131934,16.21,1,18.24
269,12,mastercard,5002351616481259,14.17,2,16.34
270,1,mastercard,5010129296954377,7.78,1,8.85
271,7,mastercard,5.01E+15,4.78,1,5.42
272,3,visa,4017957944386907,1.7,2,2.55
273,3,mastercard,5108753907150092,18.19,0,20.81
274,6,visa,4041597915962433,15.38,0,16.77
275,7,mastercard,5100148899723576,4.97,0,5.51
276,3,visa,4235138285745,13.26,1,14.8
277,3,visa,4041590372179799,10.7,1,12.08
278,2,mastercard,5161500279254448,9.81,1,11.47
279,8,visa,4041374941813,14.17,0,16.05
280,7,visa,4017957162027126,16.37,1,18.14
281,7,visa,4017958555836313,12.58,5,13.83
282,3,visa,4017958437499421,6.43,0,7.14
283,3,visa,4041596235162617,2.12,1,3.04
284,1,mastercard,5548486835486282,3.85,1,4.99
285,4,visa,4063907982600589,11.19,2,12.77
286,6,visa,4385140827016,5.16,0,6.37
287,12,visa,4971475414364803,15.11,2,17.03
288,10,mastercard,5002354667816878,2.95,0,3.48
289,10,visa,4017952703474291,16.86,1,18.88
290,7,mastercard,5010120857881497,16.05,3,18.22
291,5,visa,4041371073688887,1.51,0,2.59
292,4,visa,4.28E+15,10.04,0,11.53
293,9,mastercard,5002352797169382,18.02,0,19.81
294,10,mastercard,5007665961865203,14.08,1,15.85
295,7,mastercard,5108751135734976,5.27,0,6.48
296,4,visa,4041379593063465,12.97,2,14.91
297,8,visa,4091614068216,13.52,0,15.64
298,8,mastercard,5002359879627724,12.99,1,14.98
299,3,mastercard,5100146453632191,10.06,0,11.59
300,5,mastercard,5002355741089986,16.81,2,18.74
301,12,mastercard,5007668244607285,18.68,2,20.85
302,5,mastercard,5599806545125441,9.12,0,10.46
303,9,mastercard,5010124190031638,15.38,2,16.82
304,7,visa,4702312138973211,10.29,1,11.43
305,3,mastercard,5405828883627881,6.28,1,7.04
306,10,mastercard,5201006089885282,10.45,2,12.34
307,12,mastercard,5100136930495866,16.38,1,17.98
308,5,mastercard,5100143225369038,9.56,0,11.05
309,10,visa,4017959570353425,17.49,0,19.66
310,4,mastercard,5048377650667293,15.13,1,17.22
311,12,mastercard,5581012259814318,10.11,0,11.53
312,12,mastercard,5100146174885474,4.96,1,5.76
313,5,visa,4169875604596787,11.8,1,13.6
314,12,mastercard,5048375137434469,18.78,1,21.22
315,7,mastercard,5007662001487569,17.82,2,19.51
316,11,mastercard,5002351645068788,12.35,1,14.01
317,6,visa,4512154471875169,12.67,2,13.91
318,9,visa,4041374997636743,13.35,0,15.5
319,3,visa,4.34E+15,12.79,2,14.25
320,8,mastercard,5048379695061433,8.09,1,9.44
321,4,mastercard,5405185362538398,6.38,0,7.12
322,10,visa,4556093848856972,11.21,1,12.48
323,5,visa,4041371948541436,12.52,2,14.03
324,12,mastercard,5100142349532794,16.5,0,18.34
325,7,mastercard,5010129531846776,3.19,0,3.54
326,10,visa,4041370958005209,14.27,0,16.39
327,11,mastercard,5100142286408578,14.05,0,16.23
328,1,visa,4041372928820,5.65,1,6.7
329,4,mastercard,5002358021810568,14.99,1,16.37
330,5,visa,4041599714763,2.06,0,3.23
331,8,visa,4017954345401,16.75,2,18.52
332,7,visa,4017958059589053,9.9,0,11.16
333,8,mastercard,5010127478667502,13.56,0,15.26
334,1,mastercard,5143996891207801,13.1,0,14.46
335,5,mastercard,5220651022114733,9.43,0,10.58
336,5,mastercard,5007664867280849,2.25,1,2.53
337,7,visa,4041590882411,7.03,3,8.05
338,3,mastercard,5007667212008401,16.47,1,18.14
339,8,mastercard,5100138939590515,3.78,0,4.82
340,2,visa,4041370215469,5.66,0,7.03
341,10,visa,4017954221548523,4.87,1,5.89
342,2,visa,4041599435328,4.36,0,5.32
343,11,mastercard,5007669077980542,14.13,1,15.64
344,4,visa,4580965355297,4.33,1,5.33
345,12,visa,4041595670918228,3.99,1,4.47
346,3,visa,4041598011272297,16.73,0,19.17
347,10,visa,4041371011156,14.66,2,16.39
348,2,mastercard,5437913389372588,7.9,3,9.56
349,12,mastercard,5007664648248446,14.28,2,16.43
350,3,visa,4469576673407,14.36,4,16.2
351,4,visa,4017957402993,13.19,1,15.06
352,11,visa,4041591488218,11.84,1,13.52
353,5,visa,4008935956804,6.9,1,8.07
354,10,visa,4017952573165342,7.1,1,8.52
355,2,mastercard,5010128775230275,10.16,2,11.25
356,4,visa,4041377559950,18.01,0,19.73
357,5,visa,4041373841487022,4.68,3,5.74
358,2,visa,4017959797572,7.22,0,8.74
359,11,mastercard,5108753206549879,7.04,0,8.2
360,10,visa,4041590920971762,8.59,1,9.66
361,11,mastercard,5108751124917632,1.74,0,2.71
362,9,mastercard,5511885135806326,13.39,1,14.85
363,8,mastercard,5332678609976148,1.21,5,1.62
364,10,mastercard,5417828356517011,16.99,2,18.83
365,12,visa,4017952386506,9.31,2,10.58
366,3,visa,4975542458296914,6.56,1,7.66
367,4,mastercard,5100146030334501,2.15,2,2.49
368,7,visa,4041598681392748,4.85,2,6.04
369,1,visa,4041375293048822,2.23,0,3.27
370,2,visa,4041599515343444,19.19,1,21.35
371,9,mastercard,5293368226433304,5.82,1,6.87
372,11,visa,4041374482339,11.32,1,12.38
373,10,mastercard,5348119917708586,19.07,1,21.37
374,8,mastercard,5002356110459685,1.71,1,2.34
375,1,visa,4017952061752,6.82,0,8.01
376,7,visa,4396175860566,2.4,2,3.2
377,2,visa,4017953355989,1.77,1,1.99
378,2,mastercard,5007666219831781,11.1,2,12.32
379,10,mastercard,5010121437751887,1.38,0,2.03
380,9,visa,4770296460090636,4.99,1,5.79
381,6,mastercard,5010123800179126,13.31,0,15.4
382,7,visa,4017955220416299,7.79,1,9.1
383,3,visa,4041375566031,5.31,0,6.22
384,9,mastercard,5100148490865578,18.62,1,21.04
385,6,visa,4964062955805,10.44,0,11.5
386,12,mastercard,5100148209162077,14.74,0,16.44
387,3,visa,4017953143112,8.37,1,10.05
388,5,mastercard,5291227640932337,3.77,0,5.03
389,10,mastercard,5048370875663205,7.32,1,8.05
390,2,visa,4.04E+15,8.31,0,9.95
391,8,mastercard,5108754950036998,10.86,1,12.43
392,12,visa,4041599210507,15.83,0,17.45
393,6,mastercard,5007665234237149,8.05,1,9.02
394,1,visa,4041597973844333,14.13,1,15.41
395,10,visa,4041375936936078,17.25,1,19.24
396,9,mastercard,5100146255343971,1.04,1,2.07
397,4,visa,4017958928327,7.42,0,8.52
398,4,mastercard,5002350233566922,13.45,0,14.69
399,10,mastercard,5246538827278534,15.33,1,17.18
400,10,visa,4017950050692432,15.39,2,17.57
401,2,mastercard,5.10E+15,2.51,0,2.78
402,7,mastercard,5346889036021572,8.26,1,9.44
403,7,visa,4519845000533,2.23,1,2.98
404,8,visa,4887334972276,17.62,1,20.08
405,5,mastercard,5292102077368363,17.02,2,18.61
406,5,mastercard,5133280226371901,8.84,0,9.81
407,5,visa,4.04E+15,7.91,1,8.97
408,9,mastercard,5100170899212855,14.15,0,15.59
409,5,visa,4017958073945224,5.62,0,6.91
410,2,mastercard,5002352432189894,5.76,0,6.75
411,2,visa,4116243812864,10.93,0,12.83
412,12,mastercard,5301182308961482,5.08,1,6.34
413,12,mastercard,5.01E+15,4.15,0,4.91
414,3,visa,4435566173351,1.37,0,1.74
415,4,visa,4017957051915,6.29,0,6.94
416,2,visa,4041376517439,17.1,2,19.37
417,10,mastercard,5048374064491683,8.54,0,9.94
418,2,visa,4041373534787548,12.73,1,14.33
419,9,mastercard,5010125251129328,16.49,2,18.27
420,2,mastercard,5418660829810957,16.18,2,18.32
421,2,mastercard,5555226604624485,7.14,1,8.66
422,9,mastercard,5.10E+15,9.32,0,10.23
423,8,visa,4041370997819,9.65,0,10.68
424,12,mastercard,5100147168177555,12.36,0,13.58
425,6,visa,4041373202659961,1.15,1,1.51
426,4,mastercard,5100141315164723,11.52,1,13.41
427,6,mastercard,5002358694723866,13.47,1,15.43
428,9,visa,4041374466076,19.67,0,22.19
429,11,mastercard,5048375331436898,3.23,2,3.8
430,2,mastercard,5100144326251067,5.09,0,5.83
431,10,visa,4041599785557,17.15,1,19.56
432,3,mastercard,5007666841633373,3.39,0,4.14
433,9,visa,4017950652776,17.7,2,20.03
434,4,mastercard,5100136301614319,11.1,3,13.01
435,4,mastercard,5.01E+15,6.99,0,8.
436,10,visa,4017957380854152,9.12,1,9.99
437,8,visa,4041378504955,3.21,2,4.26
438,2,visa,4041373651549481,2.21,2,3.34
439,7,mastercard,5488100187779705,9.42,1,10.48
440,5,visa,4777722838597054,18,0,20.2
441,2,visa,4041377181516,9.19,1,10.85
442,11,visa,4080316073129,16.19,1,18.63
443,6,mastercard,5100149393488286,9.02,1,10.78
444,11,visa,4041377711100664,14.07,0,15.93
445,12,visa,4017954598132,15.2,0,17.18
446,3,mastercard,5207028616624566,4.74,2,6.12
447,11,visa,4.15E+15,1.57,1,2.33
448,4,visa,4041596220764,14.64,0,16.8
449,6,visa,4247926403307,18.13,2,20.69
450,3,visa,4890042376004,10.29,0,11.51
451,2,mastercard,5100134890901247,9.87,1,10.77
452,3,mastercard,5.05E+15,12.13,1,14.07
453,5,visa,4041595683632,16.84,0,18.93
454,5,mastercard,5.01E+15,16.76,3,18.33
455,11,visa,4526426656161,3.99,1,5.12
456,7,mastercard,5010128599709454,19.21,0,21.09
457,9,mastercard,5.01E+15,8.9,1,9.98
458,5,mastercard,5100175710092279,2.49,1,3.12
459,10,visa,4017959519424451,16.94,0,19.
460,5,mastercard,5002353901398594,13.34,1,14.89
461,10,visa,4041371186684997,2.77,2,3.98
462,9,visa,4982838292592,18.36,0,20.83
463,10,visa,4017957460462,14.95,0,17.22
464,11,visa,4017956794945,12.46,1,14.18
465,1,visa,4041372642207,13.93,0,15.51
466,7,mastercard,5100145133956244,9.04,1,10.48
467,7,mastercard,5592861303801102,9.1,0,10.88
468,9,mastercard,5165013296938528,6.78,1,8.26
469,7,visa,4041376177127,18.59,0,21.22
470,8,visa,4041375490308946,19.88,4,22.45
471,8,mastercard,5048375390079415,8.45,0,9.95
472,5,mastercard,5.10E+15,14.52,2,16.4
473,3,visa,4329274930804981,15.39,0,17.
474,6,visa,4017951164250,17.66,0,20.22
475,11,mastercard,5100132328236483,9.84,0,11.1
476,8,visa,4041378907695,12.31,0,13.64
477,10,visa,4884232210663979,16.5,0,18.9
478,1,visa,4017956376131,12.74,1,14.
479,4,visa,4041376030797,1.34,0,1.8
480,11,visa,4041376552570027,13.5,0,15.08
481,7,visa,4041371215567,10.9,1,12.74
482,4,mastercard,5108755986324563,13.55,3,15.49
483,2,visa,4017957321441747,15.13,2,16.7
484,4,visa,4017957032476743,7.01,3,8.35
485,5,visa,4041591399472,7.07,0,8.28
486,1,mastercard,5002355320183127,5.66,1,7.1
487,3,visa,4.06E+15,17.07,0,18.73
488,12,visa,4528383473804,19.68,1,22.04
489,12,mastercard,5539191757675224,7.12,2,7.78
490,7,mastercard,5.30E+15,4.36,1,5.13
491,1,visa,4602956011354039,9.43,1,10.72
492,5,mastercard,5100149164873849,19.99,1,22.67
493,2,visa,4322392103127555,6.2,2,7.05
494,5,mastercard,5329334844623146,15.37,1,17.11
495,1,mastercard,5010122776527938,17.82,1,20.13
496,10,mastercard,5002351082156955,11.61,2,13.54
497,12,visa,4041599766474,3.83,2,4.61
498,6,visa,4388450137885,1.49,1,2.33
499,7,mastercard,5259886411218802,13.61,2,15.32
500,1,visa,4017958311508,17.44,2,20.01
501,8,visa,4041379616493,7.62,1,9.25
502,11,mastercard,5566154181094244,17.75,0,19.45
503,5,visa,4017959667650,2.87,2,3.91
504,10,mastercard,5.00E+15,15.98,3,18.34
505,7,mastercard,5449214723959552,6.16,0,7.58
506,6,visa,4041594159634,1.76,2,2.12
507,5,mastercard,5010120761041774,15.48,3,16.97
508,11,mastercard,5.00E+15,17.26,2,19.25
509,9,mastercard,5394929297361951,5.25,0,5.81
510,9,mastercard,5.15E+15,11.9,1,13.89
511,8,mastercard,5293225628564849,16.26,0,17.75
512,10,mastercard,5002356714374462,13.45,1,15.09
513,3,mastercard,5140445714302178,6.59,0,7.72
514,4,mastercard,5259882128481965,11.58,4,12.73
515,7,mastercard,5002354103492193,8.41,3,10.11
516,12,visa,4803320460281515,14.92,1,17.08
517,12,mastercard,5007664572305618,1.39,0,1.79
518,8,mastercard,5100143571720883,18.56,0,20.52
519,2,mastercard,5002354973444399,6.72,2,7.43
520,7,mastercard,5280374744255455,17.41,0,19.86
521,7,mastercard,5010124757761437,16.77,1,18.78
522,8,mastercard,5595317440855581,5.27,0,6.57
523,8,mastercard,5108753629760285,2.61,2,3.68
524,11,visa,4532730632690,15.49,1,17.67
525,5,visa,4041376353758508,17.45,1,19.91
526,9,visa,4041590738902,13.09,0,14.55
527,10,mastercard,5048370601771736,9.63,0,11.04
528,11,mastercard,5108756050491064,17.7,1,19.46
529,1,visa,4017955510095787,3.06,1,4.1
530,3,visa,4041378042626062,6.48,1,7.37
531,3,mastercard,5100144714074964,16.55,0,18.64
532,4,visa,4041372151688,18.38,3,20.57
533,12,visa,4041599619152,7.78,1,9.33
534,6,mastercard,5496450676751198,7.68,1,8.7
535,1,mastercard,5145650909656735,11.86,0,12.96
536,12,visa,4041378824700,14.32,1,15.73
537,5,mastercard,5.00E+15,16.85,1,18.58
538,8,visa,4.04E+15,6.93,0,8.45
539,3,mastercard,5100985981322159,11.91,0,13.08
540,5,mastercard,5139692120801037,1.65,2,2.44
541,11,visa,4017955746695913,5.57,1,6.96
542,7,visa,4017959178518,11.49,2,12.88
543,2,mastercard,5007664631920456,15.07,1,16.75
544,5,mastercard,5108754948144433,3.48,3,4.78
545,10,mastercard,5007664511128733,17.73,0,20.11
546,2,mastercard,5160450088488152,19.67,2,22.03
547,2,mastercard,5.11E+15,16.52,1,18.04
548,11,mastercard,5048379512962953,1.66,2,2.5
549,6,visa,4041378261245396,12.43,1,14.03
550,12,visa,4041590903753,2.39,0,3.27
551,5,mastercard,5108755215278424,17.51,0,20.01
552,8,visa,4017950036343,4.08,0,4.5
553,2,mastercard,5261840596929093,7.99,1,9.06
554,1,mastercard,5492156591516681,9.66,1,11.22
555,11,visa,4041591673611,10.85,1,12.25
556,10,visa,4041590657953,5.08,2,6.38
557,6,mastercard,5100136339168379,12.2,0,13.67
558,1,mastercard,5108751905836449,12.63,1,14.07
559,4,mastercard,5002354479353433,11.59,0,12.7
560,2,visa,4025706439638003,9.55,2,10.51
561,4,mastercard,5244777882538158,13.3,0,14.7
562,4,mastercard,5100135618246559,10.25,1,11.62
563,6,mastercard,5108755480974715,9.51,1,11.17
